ID_0,NAME_0,OCCUPANCY,BUILDINGS,COST_CONTENTS_USD,COST_NONSTRUCTURAL_USD,COST_STRUCTURAL_USD,DWELLINGS,OCCUPANTS_PER_ASSET,TOTAL_AREA_SQM,TOTAL_REPL_COST_USD,AVG_BUILDING_AREA_SQM,AVG_TOT_COST_PER_AREA_USD
AFG,Afghanistan,Com,261291.0,12166411999.0,12445761315.0,14632466049.0,0.0,0.0,58118413.0,39244639372.0,222.4279175325595,675.2531142238863
AFG,Afghanistan,Ind,73620.0,6004769966.0,4038865338.0,4154321154.0,0.0,0.0,20976546.0,14197956423.0,284.9299918500407,676.8491067595209
AFG,Afghanistan,Res,5086969.0,18219249595.0,23572634769.0,41582189158.0,5102095.0,39796214.0,378117331.0,83374073539.0,74.3305750438031,220.4978896854638
BGD,Bangladesh,Com,471964.0,8056895065.934066,9576831126.373627,9885796873.626373,507325.0,0.0,39116280.0,27519523065.934067,82.8797959166377,703.5311912567879
BGD,Bangladesh,Ind,101369.0,6647407500.4329,4832591014.177489,4383983885.822511,101369.0,0.0,26013870.0,15863982400.4329,256.6254969467983,609.8278495446044
BGD,Bangladesh,Res,32388654.0,60862228647.2584,114949927479.74527,182206169225.25473,36392140.0,165158615.0,1622171694.7,358018325352.2584,50.08456648738784,220.7031022190714
BTN,Bhutan,Com,5937.0,186555165.3846154,216712936.15384617,256956053.84615386,6362.0,0.0,634280.0,660224155.3846154,106.83510190331818,1040.9033161767916
BTN,Bhutan,Ind,702.0,41013161.03896104,29964024.025974024,27800775.974025976,702.0,0.0,169500.0,98777961.03896104,241.45299145299145,582.7608320882657
BTN,Bhutan,Res,159927.0,1320645304.7969186,4149755598.082983,3512457651.9170165,170028.0,763440.0,20078082.5,8982858554.796919,125.54529566614768,447.3962369064336
IND,India,Com,23887818.0,170988490942.0,163708030975.0,213535112274.0,0.0,0.0,1753295050.644127,548231702531.0,73.39703654155967,312.6865055197585
IND,India,Ind,4928869.0,85375997973.0,60830484780.0,66127520165.0,0.0,0.0,510989678.5061111,212334002918.0,103.67280577067702,415.53481772618744
IND,India,Res,203636547.0,416292395357.0,860088001412.0,941845290545.0,278527090.0,1373501324.0,15197651978.0,2218225579537.0,74.63125947622751,145.95844033986867
NPL,Nepal,Com,88286.0,3476044987.179487,4291945794.871795,4029599705.1282053,99731.0,0.0,10614330.0,11797590487.179487,120.22664975194255,1111.4776426943092
NPL,Nepal,Ind,90294.0,4751219925.974026,3438441950.6493506,3413645149.3506494,90294.0,0.0,17600650.0,11603307025.974026,194.92601944758235,659.2544608280958
NPL,Nepal,Res,5265896.0,18243014704.411766,47155591895.95589,84936022554.04413,6033718.0,29192318.0,461173310.00000006,150334629154.41177,87.57736765025365,325.9829350367474
PAK,Pakistan,Com,1972116.0,42762906321.0,45208459076.0,46419813177.0,0.0,0.0,427937064.0,134391178592.0,216.99386040172078,314.0442600036159
PAK,Pakistan,Ind,738074.0,36086699788.0,23675877373.0,17440418682.0,0.0,0.0,221421299.0,77202995854.0,299.9987792551966,348.67014240576736
PAK,Pakistan,Res,32057808.0,96607813906.0,201957301743.0,247971121949.0,34711998.0,221699909.0,2757833460.0,546536237585.0,86.02688805173455,198.17593974111838
LKA,Sri_Lanka,Com,56152.0,2009713161.172161,2532402364.468865,2403470635.5311356,69697.0,0.0,7869680.0,6945586161.172161,140.14959395925345,882.5754238002258
LKA,Sri_Lanka,Ind,25812.0,1617109538.095238,1173729247.6190476,1105251452.3809524,25812.0,0.0,6439070.0,3896090238.095238,249.4603285293662,605.0703343953767
LKA,Sri_Lanka,Res,4873192.0,10030397005.975725,27742104663.305325,46619857936.69468,5035722.0,20405950.0,333364933.0,84392359605.97572,68.40792092739215,253.15308015908116
